step,train_loss,natural_val_loss,task_val_loss,combined_val_loss,lr,grad_norm
10500,1.1620182025432586,1.486879538744688,0.9255926962941885,1.2062361175194383,0.0018381550291372603,0.2069629579782486
11000,1.152187465429306,1.4822126887738705,0.9250280475243926,1.2036203681491315,0.001821272259681161,0.1667618751525879
11500,1.1272277843952179,1.4839659240096807,0.9446180500090122,1.2142919870093465,0.001803648334221227,0.21901676058769226
12000,1.1319104313850403,1.4782632030546665,0.9375918274745345,1.2079275152646005,0.001785301362532221,0.1930333524942398
12500,1.1393969070911407,1.4767414443194866,0.9444683799520135,1.21060491213575,0.001766250197367784,0.17672684788703918
13000,1.1183702790737151,1.4823547378182411,0.9345512026920915,1.2084529702551663,0.001746514415087955,0.1825300008058548
13500,1.1257183450460433,1.482469653710723,0.9534339141100645,1.2179517839103937,0.0017261142955431379,0.2350279539823532
14000,1.1322042429447174,1.4675309862941504,0.95397281460464,1.2107519004493952,0.0017050708012351851,0.17659993469715118
14500,1.117376942038536,1.473041033372283,0.9395728427916765,1.2063069380819798,0.0016834055557770097,0.21149514615535736
15000,1.1082226222753524,1.4572581239044666,0.943811452947557,1.2005347884260118,0.0016611408216728604,0.1768878996372223
15500,1.1273282808065415,1.453971965238452,0.9474013010039926,1.2006866331212223,0.0016382994774420945,0.1940295547246933
16000,1.1127509027719498,1.467424362897873,0.9379094112664461,1.2026668870821595,0.0016149049941099527,0.18101318180561066
16500,1.1153741240501405,1.4523084443062544,0.9640242550522089,1.2081663496792316,0.0015909814110894938,0.20444411039352417
17000,1.11375035405159,1.465786213055253,0.9419927932322025,1.2038895031437278,0.001566553311479473,0.22423511743545532
17500,1.108042272925377,1.471091015264392,0.9505270188674331,1.2108090170659125,0.0015416457968035443,0.21403591334819794
18000,1.11183618247509,1.4543591365218163,0.981725474819541,1.2180423056706786,0.001516284461216752,0.19223447144031525
18500,1.0924554997682572,1.4613554868847132,0.9612425416707993,1.2112990142777562,0.0014904953652058023,0.1765865832567215
19000,1.1087756967544555,1.4658806081861258,0.9636302636936307,1.2147554359398782,0.0014643050088101544,0.18804152309894562
19500,1.1091124844551086,1.4702653624117374,0.9710745895281434,1.2206699759699404,0.0014377403043914368,0.22211912274360657
20000,1.0950135189294814,1.4659367520362139,0.9568011099472642,1.211368930991739,0.0014108285489791768,0.17585322260856628
20500,1.085100085735321,1.450084377080202,0.9602543143555522,1.2051693457178771,0.0013835973962212588,0.18270212411880493
21000,1.0901581621170044,1.4534263983368874,0.9696993874385953,1.2115628928877413,0.001356074827967929,0.1833360195159912
21500,1.0927323806285858,1.4638801831752062,0.971573187969625,1.2177266855724156,0.0013282891255185566,0.17983373999595642
22000,1.0948603081703185,1.4695726186037064,0.9682235661894083,1.2188980923965573,0.001300268840560683,0.1978917270898819
22500,1.0918673330545425,1.4687022734433413,0.9968234105035663,1.2327628419734538,0.0012720427658312354,0.1856212317943573
23000,1.093934485912323,1.4759374428540468,0.9767822111025453,1.226359826978296,0.0012436399055300413,0.19699989259243011
23500,1.0907434231042863,1.450648883357644,0.9740464501082897,1.212347666732967,0.0012150894455160554,0.1862815022468567
24000,1.085289752483368,1.4611805267632008,0.9789563845843077,1.2200684556737542,0.0011864207233169136,0.18582265079021454
24500,1.085491067171097,1.4704795572906733,0.9914571195840836,1.2309683384373784,0.0011576631979826417,0.2613636553287506
25000,1.091749051809311,1.4648372605443,0.9925981126725674,1.2287176866084337,0.00112884641981449,0.3219638466835022
25500,1.089140538573265,1.4539082683622837,0.9989753728732467,1.2264418206177652,0.0011,0.24957428872585297
26000,1.0962954562902452,1.4394601173698902,0.9996286844834685,1.2195444009266794,0.0010711535801855103,0.18200352787971497
26500,1.0832590955495833,1.4564615860581398,1.0035722563043237,1.2300169211812317,0.0010423368020173584,0.22066187858581543
27000,1.0805270510911942,1.456199249252677,1.0090838083997369,1.232641528826207,0.0010135792766830865,0.17314660549163818
27500,1.0850598073005677,1.4462178964167833,0.9938635854050517,1.2200407409109175,0.0009849105544839445,0.18409086763858795
28000,1.088730742931366,1.4474748391658068,0.9993691835552454,1.223422011360526,0.0009563600944699588,0.1836533099412918
28500,1.0692064768075944,1.4482989460229874,1.0117608606815338,1.2300299033522606,0.0009279572341687651,0.18098188936710358
29000,1.0704612159729003,1.435179479420185,1.0009466568008065,1.2180630681104958,0.0008997311594393171,0.2412848174571991
29500,1.068338050842285,1.4712217338383198,1.0136915789917111,1.2424566564150155,0.0008717108744814435,0.21897216141223907
30000,1.0669898080825806,1.4480091072618961,0.99341328907758,1.220711198169738,0.0008439251720320708,0.1668236255645752
30500,1.0754152071475982,1.446772025898099,1.0177185470238328,1.2322452864609659,0.0008164026037787413,0.24841880798339844
31000,1.0707518988847733,1.4576254058629274,1.0134810293093324,1.23555321758613,0.0007891714510208232,0.4021318554878235
31500,1.074784260392189,1.431852413341403,1.0170064019039273,1.2244294076226652,0.0007622596956085633,0.22445251047611237
32000,1.0623270452022553,1.4590625632554293,1.0161869125440717,1.2376247378997505,0.0007356949911898455,0.24589656293392181
32500,1.049355090856552,1.4515366088598967,1.0290281092748046,1.2402823590673506,0.0007095046347941977,0.1889505237340927
33000,1.0596294063329696,1.4367008078843355,1.0163311082869768,1.2265159580856562,0.0006837155387832485,0.18284162878990173
33500,1.069791167974472,1.440372783690691,1.027932663448155,1.234152723569423,0.0006583542031964562,0.20930732786655426
34000,1.0565141767263413,1.440633900463581,1.035203417763114,1.2379186591133475,0.0006334466885205275,0.21709363162517548
34500,1.050517402291298,1.4351280555129051,1.0309253428131342,1.2330266991630197,0.0006090185889105063,0.1774352490901947
35000,1.0598950052261353,1.4437052700668573,1.0237015271559358,1.2337033986113966,0.0005850950058900475,0.17879924178123474
35500,1.0490394479036331,1.4471275322139263,1.0262169064953923,1.2366722193546593,0.0005617005225579056,0.18419857323169708
36000,1.061807923913002,1.4325924012809992,1.0262522529810667,1.229422327131033,0.0005388591783271399,0.20308345556259155
36500,1.0458763009309768,1.4508424364030361,1.046975452452898,1.248908944427967,0.0005165944442229906,0.18346495926380157
37000,1.0532814288139343,1.4419319871813059,1.035855901427567,1.2388939443044364,0.0004949291987648148,0.2910389006137848
37500,1.065561267733574,1.453092809766531,1.0373232942074537,1.2452080519869924,0.00047388570445686226,0.18726779520511627
38000,1.0604280400276185,1.4479621965438128,1.037230391986668,1.2425962942652404,0.00045348558491204523,0.20636245608329773
38500,1.0609092259407042,1.4406550414860249,1.0595726780593395,1.2501138597726822,0.00043374980263221615,0.18396872282028198
39000,1.0475688594579697,1.444007372483611,1.0540067395195365,1.2490070560015738,0.000414698637467779,0.2517004907131195
39500,1.0430806463956832,1.4379762336611748,1.0451349951326847,1.2415556143969297,0.0003963516657787732,0.22597017884254456
40000,1.0467864024639129,1.454430652782321,1.044961590319872,1.2496961215510964,0.00037872774031883914,0.1898733526468277
40500,1.0531858229637145,1.423336610198021,1.045819773338735,1.234578191768378,0.00036184497086273965,0.18874573707580566
41000,1.0519006955623627,1.438056267797947,1.055477892048657,1.246767079923302,0.00034572070559734346,0.19605961441993713
41500,1.043965041041374,1.4321172069758177,1.0410869978368282,1.236602102406323,0.00033037151329518856,0.15807591378688812
42000,1.067823795080185,1.4298893567174673,1.050187018699944,1.2400381877087057,0.00031581316628894954,0.1633540242910385
42500,1.046809858083725,1.45713210105896,1.0424682861194015,1.2498001935891807,0.0003020606242642999,0.27605968713760376
43000,1.0379290390014648,1.4427817482501268,1.0509060081094503,1.2468438781797886,0.0002891280188878229,0.23421482741832733
43500,1.0536555629968642,1.426720604300499,1.044209842570126,1.2354652234353125,0.00027702863928576887,0.16934125125408173
44000,1.0478076189756393,1.4398098681122065,1.0476064858958125,1.2437081770040095,0.00026577491838858055,0.173664852976799
44500,1.0507056999206543,1.4319046959280968,1.0521406838670373,1.242022689897567,0.00025537842015521564,0.20263013243675232
45000,1.0411081421375274,1.4407868944108486,1.0605839397758245,1.2506854170933366,0.00024584982769039823,0.18212561309337616
45500,1.0428078323602676,1.4360712077468634,1.0527809113264084,1.2444260595366359,0.0002371989322670055,0.18114016950130463
46000,1.045033255815506,1.4274841640144587,1.048298455774784,1.2378913098946214,0.0002294346232648735,0.1737171709537506
46500,1.0465011125802994,1.4256547596305609,1.0591051541268826,1.2423799568787217,0.00022256487903635875,0.18716903030872345
47000,1.041512348651886,1.4350919723510742,1.055477188900113,1.2452845806255937,0.0002165967587080411,0.1902228146791458
47500,1.040450074672699,1.420982165262103,1.0530074108392,1.2369947880506516,0.00021153639492699485,0.22487859427928925
48000,1.0300485157966615,1.441917410120368,1.051488095894456,1.246702753007412,0.00020738898755907857,0.18606418371200562
48500,1.0366702330112458,1.4334612153470516,1.0591496983543038,1.2463054568506777,0.0002041587983457216,0.1977987140417099
49000,1.0504762494564057,1.4393380247056484,1.0552574917674065,1.2472977582365274,0.0002018491465246973,0.17872552573680878
49500,1.0333309197425842,1.4312743470072746,1.0636537270620465,1.2474640370346606,0.0002004624054193809,0.2687629461288452
50000,1.0218856072425841,1.4374622832983732,1.0511024855077267,1.24428238440305,0.0002,0.17021003365516663
